"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2014","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,711,702,000",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","830,000",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","123,000",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","130",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","63,405,000",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","5.8",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","366,693,000",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","1,793,000",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","0.65",""
"SURVEY","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","275,057,000",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","480,000",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","81,000",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","230",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, AIRSACCULITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","998,560",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, ALL CAUSES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","3,565,925",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, BRUISES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","10,166",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CADAVER, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","161,977",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CONTAMINATION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","106,606",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, LEUKOSIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,139",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OTHER REASONS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,160,212",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OVERSCALD, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","40,449",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SEPTICAEMIA, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,042,359",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SYNOVITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,443",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, TUMORS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","42,014",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,253,377,000",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","5.8",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","7,217,428,000",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","45,992,000",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","0.84",""
"SURVEY","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,418,522,000",""
"SURVEY","2014","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","56,000",""
"SURVEY","2014","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,200",""
"SURVEY","2014","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2014","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","950,000",""
"SURVEY","2014","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","575,000",""
"SURVEY","2014","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","530",""
"SURVEY","2014","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","410,000",""
"SURVEY","2014","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","94,000",""
"SURVEY","2014","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","690",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","330,000",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","178,000",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","1,265",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","60,616,000",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","4.4",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","268,161,000",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","1,509,000",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","0.77",""
"SURVEY","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","195,662,000",""
"SURVEY","2014","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,050,000",""
"SURVEY","2014","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","207,000",""
"SURVEY","2014","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","1,370",""
"SURVEY","2014","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,320,000",""
"SURVEY","2014","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","141,000",""
"SURVEY","2014","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","315",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","950,000",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","63,000",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","720",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","299,390,000",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","5.6",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","1,667,046,000",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","13,028,000",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","1.07",""
"SURVEY","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","1,209,866,000",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","360,000",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","120",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","196,340,000",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","5.9",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","1,159,057,000",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","5,762,000",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","0.66",""
"SURVEY","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","871,444,000",""
"SURVEY","2014","YEAR","","STATE","MAINE","23","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","32,000",""
"SURVEY","2014","YEAR","","STATE","MAINE","23","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","30,000",""
"SURVEY","2014","YEAR","","STATE","MAINE","23","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","280",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","70,000",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","50,000",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","450",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","145,858,000",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","5.4",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","786,839,000",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","7,963,000",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","1.38",""
"SURVEY","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","570,144,000",""
"SURVEY","2014","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","17,000",""
"SURVEY","2014","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2014","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","150",""
"SURVEY","2014","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","395,000",""
"SURVEY","2014","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","390,000",""
"SURVEY","2014","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","1,950",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","780,000",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","460,000",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","3,605",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","50,736,000",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB / HEAD, LIVE BASIS","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - SLAUGHTERED, MEASURED IN LB, LIVE BASIS","TOTAL","NOT SPECIFIED","303,046,000",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN LB, DRESSED BASIS","TOTAL","NOT SPECIFIED","2,488,000",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CARCASS & PARTS - CONDEMNED, POST-MORTEM, MEASURED IN PCT OF LB CERTIFIED & POST-MORTEM CONDEMNED","TOTAL","NOT SPECIFIED","0.96",""
"SURVEY","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI, CERTIFIED, CHILLED & FROZEN - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","255,790,000",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CATTLE","CATTLE - CALF CROP, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","375,000",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK - INVENTORY, AVG, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","13,000",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CATTLE","CATTLE, COWS, MILK, LICENSED HERD - OPERATIONS WITH INVENTORY, AVG","TOTAL","NOT SPECIFIED","85",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, AIRSACCULITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","186,107",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, ALL CAUSES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","812,126",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, BRUISES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","5,994",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CADAVER, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","18,843",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, CONTAMINATION, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","18,793",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, LEUKOSIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","2,309",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OTHER REASONS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","199,449",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, OVERSCALD, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,648",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SEPTICAEMIA, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","369,841",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, SYNOVITIS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","1,144",""
"SURVEY","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CHICKENS","CHICKENS, YOUNG, SLAUGHTER, FI - CONDEMNED, POST-MORTEM, TUMORS, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","4,998",""
